Month,Year,Site,Order,Family,Units,Avg,Stdev,randomprob,Length (mm),MassOligos,a,b,Mass,Production,Notes,,,
Aug/Sept,2021,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.681631317,3.19,,0.0163,2.477,0.289259611,,,,,
July,2010,Alder,Ephemeroptera,Baetidae,NA,5.04,1.96,0.300478944,4.02,,0.0053,2.875,0.28922637,,,,,
Aug/Sept,2015,T3,Bivalvia,Pisidium,NA,2.74,0.83,0.707483103,3.19,,0.0163,2.477,0.289210933,,,,,
Aug/Sept,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.641841365,6.96,,0.0018,2.617,0.289123259,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.694173801,3.19,,0.0163,2.477,0.289073377,,,,,
July,2017,Alder,Diptera,Chironomidae,NA,8.27,4.75,0.391013874,6.96,,0.0018,2.617,0.288693305,,,,,
Aug/Sept,2023,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.693153279,3.19,,0.0163,2.477,0.288533431,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.692820556,3.19,,0.0163,2.477,0.288357692,,,,,
Aug/Sept,2021,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.68017036,3.19,,0.0163,2.477,0.288268257,,,,,
July,2014,Dock,Bivalvia,Pisidium,NA,3.14,1.21,0.515421178,3.19,,0.0163,2.477,0.28818464,,,,,
July,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.692153141,3.19,,0.0163,2.477,0.28800562,,,,,
June,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.679625509,3.19,,0.0163,2.477,0.287899546,,,,,
June,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.679480396,3.19,,0.0163,2.477,0.287801436,,,,,
July,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.69107967,3.19,,0.0163,2.477,0.287440586,,,,,
June,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.678511114,3.18,,0.0163,2.477,0.287147101,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.639347127,6.95,,0.0018,2.617,0.28708116,,,,,
July,2016,Alder,Megaloptera,Sialidae,4.86,8.27,4.75,0.587799169,4.86,,0.0037,2.753,0.286951354,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.690085001,3.18,,0.0163,2.477,0.286918385,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.315102171,6.94,,0.0018,2.617,0.286685324,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.689233523,3.18,,0.0163,2.477,0.286472389,,,,,
July,2018,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.688620075,3.18,,0.0163,2.477,0.286151656,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.637944883,6.93,,0.0018,2.617,0.285939157,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.688206525,3.18,,0.0163,2.477,0.285935712,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.688021314,3.18,,0.0163,2.477,0.285839072,,,,,
July,2010,T3,Bivalvia,Pisidium,NA,2.74,0.83,0.701223692,3.18,,0.0163,2.477,0.285836176,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.314515335,6.93,,0.0018,2.617,0.28566152,,,,,
Aug/Sept,2016,Alder,Trichoptera,Limnephilidae,4.29,5.96,3.9,0.365039915,4.29,,0.004,2.933,0.285617018,,,,,
June,2010,Dock,Trichoptera,Limnephilidae,4.29,9.79,4.34,0.692053429,4.29,,0.004,2.933,0.285617018,,,,,
July,2018,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.687464979,3.18,,0.0163,2.477,0.285549051,,,,,
June,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.676041066,3.18,,0.0163,2.477,0.28548733,,,,,
July,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.686829672,3.18,,0.0163,2.477,0.285218349,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.686610869,3.17,,0.0163,2.477,0.285104572,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.636621396,6.92,,0.0018,2.617,0.284865251,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.685835905,3.17,,0.0163,2.477,0.284702089,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.331007731,0.28,0.008797251,0.0082,2.813,0.284614323,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.685510928,3.17,,0.0163,2.477,0.284533536,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.313778378,6.92,,0.0018,2.617,0.284377864,,,,,
Aug/Sept,2009,T3,Bivalvia,Pisidium,NA,2.74,0.83,0.698234899,3.17,,0.0163,2.477,0.284244405,,,,,
Aug/Sept,2008,T1,Ephemeroptera,Caenidae,NA,3.39,1.89,0.66266487,4.18,,0.0054,2.772,0.284138258,,,,,
July,2014,Dock,Bivalvia,Pisidium,NA,3.14,1.21,0.509287462,3.17,,0.0163,2.477,0.284026858,,,,,
July,2018,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.684329142,3.17,,0.0163,2.477,0.283921721,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.683646214,3.17,,0.0163,2.477,0.283568969,,,,,
Aug/Sept,2015,T3,Bivalvia,Pisidium,NA,2.74,0.83,0.6969518,3.17,,0.0163,2.477,0.283564851,,,,,
July,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.683634373,3.17,,0.0163,2.477,0.283562858,,,,,
Aug/Sept,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.634937851,6.91,,0.0018,2.617,0.283504695,,,,,
July,2014,Dock,Bivalvia,Pisidium,NA,3.14,1.21,0.508501506,3.17,,0.0163,2.477,0.283496823,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.313231767,6.91,,0.0018,2.617,0.283427232,,,,,
July,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.672575541,3.17,,0.0163,2.477,0.283176988,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.633768656,6.9,,0.0018,2.617,0.28256341,,,,,
Aug/Sept,2008,T3,Diptera,Chironomidae,NA,5.94,2.82,0.633754783,6.9,,0.0018,2.617,0.282552258,,,,,
Aug/Sept,2009,T4,Bivalvia,Pisidium,NA,2.84,1.2,0.606977445,3.16,,0.0163,2.477,0.282535952,,,,,
June,2009,T4,Diptera,Chironomidae,NA,9.7,5.74,0.312704819,6.9,,0.0018,2.617,0.282511985,,,,,
July,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.681152733,3.16,,0.0163,2.477,0.282285956,,,,,
Aug/Sept,2014,T3,Diptera,Chironomidae,NA,5.94,2.82,0.633150619,6.9,,0.0018,2.617,0.282067031,,,,,
June,2008,T3,Diptera,Chironomidae,NA,5.94,2.82,0.632982204,6.9,,0.0018,2.617,0.281931909,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.632701469,6.9,,0.0018,2.617,0.281706807,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.632586541,6.89,,0.0018,2.617,0.281614702,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.679401403,3.16,,0.0163,2.477,0.281389404,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.678939098,3.16,,0.0163,2.477,0.281153363,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.678764593,3.16,,0.0163,2.477,0.281064333,,,,,
July,2016,Alder,Ephemeroptera,Baetidae,NA,5.04,1.96,0.293273874,3.98,,0.0053,2.875,0.280865047,,,,,
July,2013,Dock,Hirudinea,Hirudinea,2,3.5,3.09,0.611863927,2,,0.06457,2.12,0.28068188,,,,,
July,2013,Dock,Hirudinea,Hirudinea,2,3.5,3.09,0.617182484,2,,0.06457,2.12,0.28068188,,,,,
June,2014,Spring ,Hirudinea,Hirudinea,2,#N/A,#N/A,0.390688121,2,,0.06457,2.12,0.28068188,,,,,
June,2014,Spring ,Hirudinea,Hirudinea,2,#N/A,#N/A,0.59165078,2,,0.06457,2.12,0.28068188,,,,,
June,2015,Dock,Hirudinea,Hirudinea,2,3.5,3.09,0.692472422,2,,0.06457,2.12,0.28068188,,,,,
June,2015,Spring,Hirudinea,Hirudinea,2,5.02,5.78,0.748955769,2,,0.06457,2.12,0.28068188,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.311639102,6.89,,0.0018,2.617,0.280664517,,,,,
July,2017,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.668767886,3.15,,0.0163,2.477,0.280662763,,,,,
Aug/Sept,2023,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.677948195,3.15,,0.0163,2.477,0.280648307,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.311420114,6.88,,0.0018,2.617,0.280285483,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.630860397,6.88,,0.0018,2.617,0.280234723,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.677070771,3.15,,0.0163,2.477,0.280202079,,,,,
July,2018,Dock,Oligochaeta,Oligochaeta,0.28,11.32,25.25,0.668375682,0.28,0.008654625,0.0082,2.813,0.28,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.630486637,6.88,,0.0018,2.617,0.279936747,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.676450381,3.15,,0.0163,2.477,0.279887128,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.675750715,3.15,,0.0163,2.477,0.279532483,,,,,
Aug/Sept,2008,T1,Ephemeroptera,Caenidae,NA,3.39,1.89,0.657555174,4.15,,0.0054,2.772,0.279203413,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.629558975,6.87,,0.0018,2.617,0.279198448,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.674929292,3.15,,0.0163,2.477,0.279116864,,,,,
July,2014,Dock,Bivalvia,Pisidium,NA,3.14,1.21,0.501951985,3.15,,0.0163,2.477,0.279103531,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.310431226,6.87,,0.0018,2.617,0.27857637,,,,,
Aug/Sept,2015,Spring,Ephemeroptera,Ephemerellidae,3.43,5.05,2.49,0.587763182,3.43,,0.0103,2.676,0.278483939,,,,,
July,2016,T4,Ephemeroptera,Ephemerellidae,3.43,4.29,0.42,0.560093468,3.43,,0.0103,2.676,0.278483939,,,,,
June,2015,T3,Ephemeroptera,Ephemerellidae,3.43,4.42,1.29,0.619333981,3.43,,0.0103,2.676,0.278483939,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.628640299,6.87,,0.0018,2.617,0.278469078,,,,,
Aug/Sept,2014,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.74180091,3.14,,0.0163,2.477,0.278010206,,,,,
Aug/Sept,2014,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.6749976,3.14,,0.0163,2.477,0.278010206,,,,,
Aug/Sept,2014,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.495569957,3.14,,0.0163,2.477,0.278010206,,,,,
Aug/Sept,2015,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.53023309,3.14,,0.0163,2.477,0.278010206,,,,,
Aug/Sept,2015,T3,Bivalvia,Pisidium,3.14,2.74,0.83,0.48120999,3.14,,0.0163,2.477,0.278010206,,,,,
Aug/Sept,2016,Alder,Bivalvia,Pisidium,3.14,2.77,0.83,0.576686415,3.14,,0.0163,2.477,0.278010206,,,,,
Aug/Sept,2012,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.356508888,3.14,,0.0163,2.477,0.278010206,,,,,
July,2013,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.627152143,3.14,,0.0163,2.477,0.278010206,,,,,
July,2014,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.437799189,3.14,,0.0163,2.477,0.278010206,,,,,
July,2014,T3,Bivalvia,Pisidium,3.14,2.74,0.83,0.496325861,3.14,,0.0163,2.477,0.278010206,,,,,
July,2014,Alder,Bivalvia,Pisidium,3.14,2.77,0.83,0.474570161,3.14,,0.0163,2.477,0.278010206,,,,,
July,2014,Alder,Bivalvia,Pisidium,3.14,2.77,0.83,0.316840396,3.14,,0.0163,2.477,0.278010206,,,,,
July,2015,Alder,Bivalvia,Pisidium,3.14,2.77,0.83,0.478092534,3.14,,0.0163,2.477,0.278010206,,,,,
July,2016,Alder,Bivalvia,Pisidium,3.14,2.77,0.83,0.690659425,3.14,,0.0163,2.477,0.278010206,,,,,
July,2010,T4,Bivalvia,Pisidium,3.14,2.84,1.2,0.681301511,3.14,,0.0163,2.477,0.278010206,,,,,
July,2011,T4,Bivalvia,Pisidium,3.14,2.84,1.2,0.250476483,3.14,,0.0163,2.477,0.278010206,,,,,
July,2016,T4,Bivalvia,Pisidium,3.14,2.84,1.2,0.69479696,3.14,,0.0163,2.477,0.278010206,,,,,
July,2010,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.476821333,3.14,,0.0163,2.477,0.278010206,,,,,
July,2012,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.605837365,3.14,,0.0163,2.477,0.278010206,,,,,
July,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.605815038,3.14,,0.0163,2.477,0.278010206,,,,,
July,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.324469717,3.14,,0.0163,2.477,0.278010206,,,,,
July,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.355874913,3.14,,0.0163,2.477,0.278010206,,,,,
July,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.311774075,3.14,,0.0163,2.477,0.278010206,,,,,
July,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.377157171,3.14,,0.0163,2.477,0.278010206,,,,,
July,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.45827857,3.14,,0.0163,2.477,0.278010206,,,,,
June,2012,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.291043248,3.14,,0.0163,2.477,0.278010206,,,,,
June,2014,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.66453584,3.14,,0.0163,2.477,0.278010206,,,,,
June,2014,T1,Bivalvia,Pisidium,3.14,2.68,1.08,0.646539818,3.14,,0.0163,2.477,0.278010206,,,,,
June,2015,T3,Bivalvia,Pisidium,3.14,2.74,0.83,0.403863184,3.14,,0.0163,2.477,0.278010206,,,,,
June,2015,T3,Bivalvia,Pisidium,3.14,2.74,0.83,0.342682195,3.14,,0.0163,2.477,0.278010206,,,,,
June,2015,T4,Bivalvia,Pisidium,3.14,2.84,1.2,0.521352985,3.14,,0.0163,2.477,0.278010206,,,,,
June,2010,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.320323978,3.14,,0.0163,2.477,0.278010206,,,,,
June,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.331907721,3.14,,0.0163,2.477,0.278010206,,,,,
June,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.728289003,3.14,,0.0163,2.477,0.278010206,,,,,
June,2013,Dock,Bivalvia,Pisidium,3.14,3.14,1.21,0.548182516,3.14,,0.0163,2.477,0.278010206,,,,,
Aug/Sept,2011,Dock,Diptera,Chironomidae,6.86,4.25,2.04,0.350828054,6.86,,0.0018,2.617,0.277625435,,,,,
Aug/Sept,2012,Dock,Diptera,Chironomidae,6.86,4.25,2.04,0.403063682,6.86,,0.0018,2.617,0.277625435,,,,,
Aug/Sept,2012,Alder,Diptera,Chironomidae,6.86,4.65,2.28,0.543187071,6.86,,0.0018,2.617,0.277625435,,,,,
Aug/Sept,2016,Alder,Diptera,Chironomidae,6.86,4.65,2.28,0.734806455,6.86,,0.0018,2.617,0.277625435,,,,,
July,2013,Alder,Diptera,Chironomidae,6.86,4.65,2.28,0.409167083,6.86,,0.0018,2.617,0.277625435,,,,,
July,2014,T1,Diptera,Chironomidae,6.86,4.98,2.27,0.707940139,6.86,,0.0018,2.617,0.277625435,,,,,
July,2010,T4,Diptera,Chironomidae,6.86,9.7,5.74,0.67424831,6.86,,0.0018,2.617,0.277625435,,,,,
June,2010,Alder,Diptera,Chironomidae,6.86,4.65,2.28,0.301834848,6.86,,0.0018,2.617,0.277625435,,,,,
June,2010,Alder,Diptera,Chironomidae,6.86,4.65,2.28,0.343435072,6.86,,0.0018,2.617,0.277625435,,,,,
June,2010,Alder,Diptera,Chironomidae,6.86,4.65,2.28,0.439161215,6.86,,0.0018,2.617,0.277625435,,,,,
Aug/Sept,2008,T1,Ephemeroptera,Caenidae,NA,3.39,1.89,0.65572709,4.14,,0.0054,2.772,0.277458037,,,,,
July,2015,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.663539667,3.14,,0.0163,2.477,0.277250756,,,,,
Aug/Sept,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.627052724,6.85,,0.0018,2.617,0.277212786,,,,,
Aug/Sept,2016,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.67100186,3.14,,0.0163,2.477,0.277140642,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.626889519,6.85,,0.0018,2.617,0.277083932,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.670728022,3.14,,0.0163,2.477,0.277003519,,,,,
June,2020,Alder,Diptera,Chironomidae,NA,6.62,1.15,0.579479386,6.85,,0.0018,2.617,0.276943778,,,,,
June,2008,T3,Diptera,Chironomidae,NA,5.94,2.82,0.626607795,6.85,,0.0018,2.617,0.276861636,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.626409258,6.85,,0.0018,2.617,0.276705078,,,,,
Aug/Sept,2008,T1,Ephemeroptera,Caenidae,NA,3.39,1.89,0.654899143,4.14,,0.0054,2.772,0.27667099,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.309271402,6.85,,0.0018,2.617,0.276577049,,,,,
July,2014,T3,Diptera,Chironomidae,NA,5.94,2.82,0.626240369,6.85,,0.0018,2.617,0.276571963,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.625717962,6.84,,0.0018,2.617,0.276160582,,,,,
June,2020,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.668581237,3.13,,0.0163,2.477,0.27593151,,,,,
Aug/Sept,2009,T3,Bivalvia,Pisidium,NA,2.74,0.83,0.681872667,3.13,,0.0163,2.477,0.275742298,,,,,
July,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.661090565,3.13,,0.0163,2.477,0.275668075,,,,,
Aug/Sept,2015,T3,Bivalvia,Pisidium,NA,2.74,0.83,0.681708965,3.13,,0.0163,2.477,0.275658969,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.668001288,3.13,,0.0163,2.477,0.275642809,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.3086952,6.84,,0.0018,2.617,0.275585879,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.624710242,6.84,,0.0018,2.617,0.27536861,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.308552214,6.84,,0.0018,2.617,0.275340133,,,,,
July,2015,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.660539168,3.13,,0.0163,2.477,0.275313099,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.624602431,6.83,,0.0018,2.617,0.275284004,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.323006114,0.28,0.008508842,0.0082,2.813,0.275283534,,,,,
Aug/Sept,2009,T4,Bivalvia,Pisidium,NA,2.84,1.2,0.59581398,3.13,,0.0163,2.477,0.274937554,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.623295723,6.83,,0.0018,2.617,0.274260426,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.307793712,6.82,,0.0018,2.617,0.274037946,,,,,
Aug/Sept,2009,Spring,Coleoptera,Psephenidae,NA,3.54,1.36,0.322180962,2.91,,0.0123,2.906,0.27393705,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.664369695,3.12,,0.0163,2.477,0.27384358,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.664353488,3.12,,0.0163,2.477,0.273835583,,,,,
Aug/Sept,2020,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.658107843,3.12,,0.0163,2.477,0.273753736,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.622595301,6.82,,0.0018,2.617,0.273713192,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.307599833,6.82,,0.0018,2.617,0.273705483,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.663584306,3.12,,0.0163,2.477,0.273456396,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.307419628,6.82,,0.0018,2.617,0.273396611,,,,,
Aug/Sept,2009,T4,Diptera,Chironomidae,NA,9.7,5.74,0.307255846,6.81,,0.0018,2.617,0.273116004,,,,,
July,2017,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.656792126,3.12,,0.0163,2.477,0.272913836,,,,,
Aug/Sept,2009,T4,Diptera,Chironomidae,NA,9.7,5.74,0.306999338,6.81,,0.0018,2.617,0.272676756,,,,,
July,2015,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.656310084,3.12,,0.0163,2.477,0.272606808,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.66115214,3.12,,0.0163,2.477,0.272261662,,,,,
July,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.655652879,3.12,,0.0163,2.477,0.272188807,,,,,
June,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.655251165,3.11,,0.0163,2.477,0.27193364,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.306539349,6.8,,0.0018,2.617,0.271889754,,,,,
Aug/Sept,2009,T4,Bivalvia,Pisidium,NA,2.84,1.2,0.591239221,3.11,,0.0163,2.477,0.271874832,,,,,
June,2009,T4,Diptera,Chironomidae,NA,9.7,5.74,0.306521532,6.8,,0.0018,2.617,0.271859288,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.33082443,0.27,0.008402708,0.0082,2.813,0.271849808,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.66005049,3.11,,0.0163,2.477,0.27172262,,,,,
Aug/Sept,2021,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.654749273,3.11,,0.0163,2.477,0.271615198,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.619749449,6.8,,0.0018,2.617,0.271499892,,,,,
June,2012,T1,Odonata,Libellulidae,3.57,10.1,4,0.492970639,3.57,,0.0076,2.809,0.271485527,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.619461247,6.8,,0.0018,2.617,0.271276651,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.61935868,6.8,,0.0018,2.617,0.271197241,,,,,
June,2020,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.658684924,3.11,,0.0163,2.477,0.271056251,,,,,
June,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.653263064,3.11,,0.0163,2.477,0.270674534,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.657709835,3.11,,0.0163,2.477,0.270581644,,,,,
July,2015,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.652626167,3.11,,0.0163,2.477,0.270272476,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.657021351,3.11,,0.0163,2.477,0.270247143,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.305255244,6.78,,0.0018,2.617,0.269697443,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.616669804,6.78,,0.0018,2.617,0.269122884,,,,,
Aug/Sept,2008,Alder,Ephemeroptera,Leptophlebiidae,NA,3.73,1.75,0.671737317,4.51,,0.0047,2.686,0.269006573,,,,,
June,2022,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.650483721,3.1,,0.0163,2.477,0.268924595,,,,,
June,2022,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.649694849,3.1,,0.0163,2.477,0.268430063,,,,,
July,2018,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.653254543,3.1,,0.0163,2.477,0.268425823,,,,,
Aug/Sept,2015,T3,Bivalvia,Pisidium,NA,2.74,0.83,0.666968901,3.1,,0.0163,2.477,0.268287191,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.652742961,3.1,,0.0163,2.477,0.268179598,,,,,
July,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.649145141,3.1,,0.0163,2.477,0.268086019,,,,,
Aug/Sept,2008,T1,Ephemeroptera,Caenidae,NA,3.39,1.89,0.645542631,4.09,,0.0054,2.772,0.267922436,,,,,
Aug/Sept,2008,T1,Ephemeroptera,Caenidae,NA,3.39,1.89,0.645439556,4.09,,0.0054,2.772,0.267827521,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.304153384,6.76,,0.0018,2.617,0.267821766,,,,,
Aug/Sept,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.651949518,3.1,,0.0163,2.477,0.267798244,,,,,
June,2022,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.648344396,3.09,,0.0163,2.477,0.267585679,,,,,
July,2017,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.648214342,3.09,,0.0163,2.477,0.267504507,,,,,
June,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.648080544,3.09,,0.0163,2.477,0.267421025,,,,,
Aug/Sept,2014,T3,Diptera,Chironomidae,NA,5.94,2.82,0.614008224,6.76,,0.0018,2.617,0.267083505,,,,,
June,2020,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.650157239,3.09,,0.0163,2.477,0.266939178,,,,,
July,2021,Alder,Bivalvia,Pisidium,NA,2.77,0.83,0.650141486,3.09,,0.0163,2.477,0.266931642,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.613312224,6.75,,0.0018,2.617,0.266552469,,,,,
Aug/Sept,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.646080656,3.09,,0.0163,2.477,0.266176415,,,,,
July,2014,T1,Bivalvia,Pisidium,NA,2.68,1.08,0.646057836,3.09,,0.0163,2.477,0.266162248,,,,,
